label,text
REAL,"Read Also  Read Also  Advocate Ishkaran Bhandari recently linked Sushant Singh Rajput and Disha Salian ’s case. According to him, Siddharth Pithani has reportedly stated that Sushant fainted and feare"
REAL,"NEW DELHI: The finance ministry on Saturday informed the Lok Sabha that no decision has been taken to discontinue the printing of Rs 2,000 denomination currency notes.In a written reply, minister of s"
FAKE,"Viral social media posts claiming Rahul Gandhi had breakfast with former Pakistan Inter-Services Intelligence (ISI) chief - Shuja Pasha, is false.  The photo of the Congress president at a table with "
REAL,"Read Also  Read Also  In the latest episode of Naagin 5 , Veer gets mad at Bani for killing his twin brother. Bani tells him she killed the twin thinking he is Veer, who killed Jay. Veer decides to se"
REAL,"Read Also  Read Also  Following the speculations of foul play in the ongoing Sushant Singh Rajput ’s death case, the Central Bureau of Investigation (CBI) had sought help from the forensic team of AII"
FAKE,Our website is made possible by displaying online advertisements to our visitors.  Please consider supporting us by disabling your ad blocker. Please reload after ad blocker is disabled.
REAL,"Read Also  Be it winning hearts or winning the trophy, it’s not that easy when you are in Bigg Boss house. Trophy winners Sidharth Shukla and Gauahar Khan along with Sher Khan aka Hina Khan feature in"
FAKE,"(Perseid meteor shower Thursday, Aug. 13, 2015, in Spruce Knob, West Virginia.)  The August night sky promises to be a busy month for stargazers with a string of visually spectacular celestial events "
FAKE,A video showing a team of Bangladeshi police personnel busting a gang involved in counterfeiting Indian currency has been shared on social media with captions suggesting the incident took place in Ind
FAKE,"Home Minister Amit Shah took to Twitter to refute all rumours about his health. In a tweet, Shah said that the rumours around his health are baseless and that his duties as the Home Minister have kept"
FAKE,The above image is doing rounds on social media claiming that a ‘sold Indian media’ did not cover the victory of the country's women’s basketball team in the FIBA Asia Cup 2017. (The International Bas
FAKE,A disturbing video from Guatemala of a teenager writhing in pain as she is burnt alive by a mob is viral on Facebook and Twitter with a false communal claim that she is a Hindu girl from Madhya Prades
REAL,"I feel very good. I did a show called Sasural Simar Ka for 6 years, and for 7 years that was the number one show. Kundali Bhagya, I am doing since past three and a half years, which is again the numbe"
FAKE,"The tide of misinformation surrounding protests against the Citizenship Amendment Act (CAA) has been fast and furious, with a volume and variety that caught even fact-checkers off guard. One such type"
REAL,"MALE: India has extended a $250 million loan to the Maldives government to mitigate the impact of the Covid-19.""$250 million assistance provided to the Maldives by India, as budgetary and revenue supp"
FAKE,"A photograph purporting to show three members of the BJP snoozing during Finance Minister Arun Jaitley's budget speech on February 1st, is misleading.  The still shows two red-circles drawn around uni"
REAL,"KOLKATA: West Bengal CM Mamata Banerjee has postponed her review meetings in north Bengal by eight days, as the meteorological department predicted heavy rain in several parts of the state over the ne"
FAKE,"After news of rape and murder of a Hyderabad-based veterinarian sparked outrage across the country, social media has been abuzz with misinformation surrounding the incident.  The 26-year-old veterinar"
FAKE,"A site named Rashtriya Sikhshit Berojgar Yojna, to help those who are educated and unemployed, is fake and a scam disguised as a fake government of India scheme.    BOOM found that there is no such sc"
FAKE,"Vijender Gupta, Bharatiya Janta Party MLA from Rohini (Delhi), has tweeted a photo-shopped campaign poster of Aam Aadmi Party with the image of Delhi chief minister Arvind Kejriwal that has taken the "
REAL,"Ahead of crucial FATF meet, Pakistan continues to treat 21 dreaded terrorists as VIPs  ISLAMABAD: In a big revelation exposing the double standards of Pakistan, the country, despite the Financial Acti"
FAKE,A set of four images showing saffron-coloured buildings with murals of Hindu Gods painted on them is being shared on social media falsely claiming them to be from Ayodhya which is gearing up for found
FAKE,"    A disturbing video of policemen thrashing women in Pakistan has resurfaced with claims that it is from Uttar Pradesh, where women protesting the Citizenship Amendment Act (CAA) were beaten up by c"
FAKE,A video claiming Priyanka Gandhi Vadra laughed at a press conference while condoling the deaths of the soldiers killed in Pulwama is edited. The video has been cropped and slowed down to paint a false
REAL,"Delhi: A high-level meeting underway at residence of Rajya Sabha Chairman, Venkaiah Naidu, over the ruckus created… https://t.co/OfoRpOwd4b — ANI (@ANI) 1600599438000  A watershed moment in the histor"
FAKE,"Reports of the Reserve Bank of India's granting of a banking licence to the Bank of China in 2018, and their inclusion as a listed foreign bank in 2019 are falsely being shared as recent measures take"
FAKE,"A black and white photo showing Mahatma Gandhi and a young Dalai Lama together, is fake. What's more, the two stalwarts never ever met. Read ahead to know how BOOM figured out the picture, which has b"
REAL,"NEW DELHI: India's total external debt increased by 2.8 per cent to $558.5 billion at the end of March mainly on account of a rise in commercial borrowings, according to a report released by the finan"
FAKE,"A dubious flyer offering cash incentives to Muslim men for marrying outside their religion has been revived on social media. BOOM debunked the same rate card in June 2017, when Times Now had falsely r"
FAKE,"A video of a rally in support of Congress candidate Fairoz Saith has gone viral over social media with many claiming that his supporters chanted 'Pakistan Zindabad'. The mobile video clip, which was s"
FAKE,A video of a relief distribution drive that was carried out in parts of riot-hit Delhi is viral with false claims that women protesters of Shaheen Bagh were paid to demonstrate against the Citizenship
REAL,"Read Also  Read Also  After accusing Anurag Kashyap of sexually harassing her back in 2014, actress Payal Ghosh has now decided to file a police complaint against the filmmaker at Oshiwara Police Stat"
FAKE,Right-wing news website Swarajya and news portal News Track Live ran articles claiming that Samajwadi Party leader Azam Khan had said he would 'take jalsamadhi' if he was not invited for the Bhumi Puj
REAL,WASHINGTON: A US judge early Sunday blocked the Commerce Department from requiring Apple Inc and Alphabet Inc's Google to remove Chinese-owned messaging app WeChat for downloads by late Sunday.US Magi
REAL,"NEW DELHI: Seven of the top 10 most valued domestic companies saw a combined erosion of Rs 59,259.58 crore in their market valuation last week , with Hindustan Unilever , HDFC Bank and Kotak Mahindra "
REAL,"CHANDIGARH: Farmers on Sunday blocked roads in Haryana and burnt effigies of Prime Minister Narendra Modi in neighbouring Punjab, protesting against the farm bills passed in Parliament.Two MLAs from t"
REAL,Read Also  The latest episode of Roadies Revolution continues from the previous Hadippa task. The tasks are divided Into 4 parts in which contestants from each team will have to win every task which i
FAKE,A widely shared article by Malayalam website Eyewitnessnews.in has used a 2017 image from Bhubaneswar to claim that women in Kerala are upset over the hike in LPG price rather than the Supreme Court's
FAKE,Former Infosys director Mohandas Pai shared a post from a fake news website listing the “Top 10 list of Most Corrupt Political Party in the World 2018”. The list was published on a site bbcnewsshub wh
REAL,A little Rashid magic on @rashidkhan_19's birthday 🎩✨#OrangeArmy #KeepRising #IPL2020 #Dream11IPL https://t.co/TM0P2CAfUQ — SunRisers Hyderabad (@SunRisers) 1600593628000  🚨 ATTENTION #OrangeArmy 🚨Our
FAKE,"A photo of Sneha Shekhawat, India's first female fighter pilot to lead the Indian Air Force squadron at the Republic Day Parade, is being falsely shared as one of the pilots of the Tuesday morning air"
FAKE,"Photos of Congress MP Shashi Tharoor holding cash during his visit to the famed Connemara market in Thiruvananthapuram, Kerala last week are being shared online with a false claim that he was bribing "
REAL,"NEW DELHI: Hong Kong has again asked Air India not to operate flights there for two weeks starting Sunday (September 20). Like the first suspension last month , this time also the reason is significan"
